,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Cluster
587,Master,Partner,92163.0,0.0,0.0,2012-12-12,25.0,817.0,183.0,797.0,106.0,163.0,20.0,0.0,5.0,11.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,49.0,2
588,Master,Single,69882.0,0.0,0.0,2013-11-10,94.0,292.0,127.0,635.0,132.0,127.0,165.0,1.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2
589,Graduation,Partner,33178.0,1.0,0.0,2014-01-30,9.0,12.0,6.0,2.0,11.0,2.0,16.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
590,PhD,Partner,59973.0,0.0,0.0,2013-09-11,47.0,130.0,30.0,168.0,20.0,34.0,0.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0
591,Master,Partner,17459.0,1.0,0.0,2013-09-19,12.0,6.0,4.0,16.0,3.0,10.0,30.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,1
592,Graduation,Single,23910.0,1.0,0.0,2012-10-26,80.0,16.0,12.0,18.0,7.0,1.0,13.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1
593,Master,Partner,42169.0,1.0,1.0,2013-10-19,20.0,19.0,0.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
594,UnderGraduate,Partner,26224.0,1.0,0.0,2013-06-04,39.0,4.0,7.0,15.0,13.0,9.0,15.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
595,Graduation,Partner,31089.0,1.0,0.0,2012-08-17,57.0,31.0,3.0,31.0,2.0,8.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
596,Graduation,Single,30081.0,0.0,1.0,2013-02-21,27.0,36.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
597,Graduation,Partner,62807.0,0.0,1.0,2012-08-31,83.0,526.0,28.0,135.0,10.0,21.0,99.0,3.0,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0
598,Graduation,Single,72906.0,0.0,0.0,2013-09-17,79.0,400.0,32.0,519.0,71.0,75.0,54.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0
599,PhD,Partner,61467.0,0.0,2.0,2012-12-09,69.0,410.0,16.0,114.0,0.0,5.0,49.0,3.0,5.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0
600,Master,Partner,49618.0,1.0,1.0,2013-01-26,77.0,80.0,3.0,26.0,4.0,2.0,14.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
601,Master,Single,21888.0,1.0,0.0,2012-12-29,15.0,88.0,10.0,46.0,2.0,3.0,64.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,2
602,Graduation,Single,42429.0,0.0,1.0,2014-02-11,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1
603,Graduation,Single,26150.0,2.0,1.0,2013-03-11,61.0,5.0,1.0,13.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2
604,UnderGraduate,Partner,30801.0,0.0,1.0,2012-10-26,23.0,8.0,4.0,5.0,15.0,2.0,11.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
605,Graduation,Partner,81168.0,0.0,0.0,2014-05-07,84.0,410.0,0.0,592.0,147.0,22.0,22.0,1.0,6.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0
606,Master,Single,26877.0,0.0,0.0,2013-08-19,74.0,101.0,13.0,76.0,20.0,18.0,40.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
607,Master,Single,45006.0,0.0,0.0,2013-07-18,90.0,162.0,25.0,53.0,16.0,0.0,10.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0
608,UnderGraduate,Partner,18978.0,1.0,0.0,2012-12-11,41.0,2.0,8.0,1.0,4.0,7.0,15.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
609,Graduation,Partner,22574.0,2.0,1.0,2013-10-28,28.0,25.0,0.0,8.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1
610,PhD,Single,48240.0,0.0,0.0,2012-11-09,73.0,389.0,91.0,248.0,64.0,49.0,41.0,3.0,6.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0
611,Graduation,Partner,45837.0,1.0,1.0,2013-07-26,88.0,215.0,13.0,87.0,17.0,17.0,24.0,5.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
612,Master,Single,35791.0,2.0,1.0,2013-05-06,94.0,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
613,Graduation,Single,54162.0,1.0,1.0,2013-03-18,31.0,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
614,Master,Partner,30522.0,0.0,1.0,2012-08-17,6.0,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1
615,PhD,Partner,54456.0,0.0,1.0,2013-07-11,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2
616,Graduation,Single,31632.0,0.0,0.0,2013-07-14,92.0,17.0,8.0,12.0,11.0,15.0,32.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
617,Graduation,Single,72298.0,0.0,0.0,2014-03-10,52.0,625.0,35.0,169.0,58.0,17.0,35.0,1.0,4.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,75.0,0
618,UnderGraduate,Single,36975.0,1.0,0.0,2013-12-28,50.0,10.0,6.0,11.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
619,UnderGraduate,Partner,72635.0,0.0,0.0,2013-06-03,54.0,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,2
620,Graduation,Partner,13624.0,1.0,0.0,2013-01-20,93.0,10.0,2.0,15.0,2.0,1.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2
621,Graduation,Single,84196.0,0.0,1.0,2013-06-03,56.0,215.0,63.0,507.0,231.0,31.0,190.0,1.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
622,Graduation,Partner,70971.0,0.0,1.0,2012-09-21,28.0,1001.0,17.0,572.0,93.0,125.0,17.0,7.0,11.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,2
623,PhD,Single,34487.0,1.0,1.0,2012-09-06,94.0,19.0,18.0,33.0,24.0,1.0,8.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
624,Graduation,Single,28769.0,1.0,0.0,2012-12-18,76.0,41.0,5.0,129.0,10.0,3.0,3.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1
625,PhD,Partner,69084.0,1.0,0.0,2013-11-19,43.0,1181.0,107.0,199.0,39.0,30.0,30.0,2.0,7.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
626,PhD,Partner,65488.0,0.0,0.0,2014-06-13,46.0,603.0,45.0,207.0,36.0,18.0,54.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1
627,UnderGraduate,Partner,62466.0,0.0,1.0,2014-01-15,13.0,129.0,129.0,259.0,168.0,121.0,83.0,5.0,6.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1
628,UnderGraduate,Single,32218.0,0.0,0.0,2014-02-15,27.0,10.0,24.0,15.0,13.0,1.0,30.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,0
629,Graduation,Single,83917.0,0.0,0.0,2013-04-18,12.0,514.0,22.0,732.0,42.0,198.0,79.0,1.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0
630,Graduation,Single,46102.0,2.0,1.0,2014-03-10,3.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1
631,Graduation,Single,84574.0,0.0,0.0,2013-06-04,72.0,387.0,20.0,713.0,38.0,54.0,163.0,1.0,9.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2
632,Graduation,Partner,56181.0,0.0,1.0,2013-01-08,6.0,121.0,103.0,69.0,8.0,44.0,48.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1
633,Master,Single,63120.0,0.0,1.0,2012-09-28,53.0,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,0
634,Graduation,Partner,73691.0,0.0,1.0,2013-11-06,58.0,707.0,21.0,250.0,85.0,43.0,73.0,2.0,6.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,1
635,Graduation,Partner,63381.0,0.0,1.0,2012-10-05,78.0,571.0,50.0,142.0,33.0,50.0,159.0,4.0,4.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0
636,PhD,Partner,76140.0,0.0,0.0,2014-05-13,57.0,586.0,66.0,653.0,17.0,0.0,26.0,1.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1
637,PhD,Single,62859.0,0.0,1.0,2012-12-30,37.0,1063.0,89.0,102.0,16.0,12.0,25.0,4.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2
638,Graduation,Single,45906.0,0.0,1.0,2013-05-07,20.0,305.0,3.0,27.0,4.0,3.0,144.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,2
639,Master,Partner,77632.0,0.0,0.0,2013-03-10,73.0,1200.0,105.0,758.0,0.0,42.0,147.0,1.0,4.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,77.0,2
640,PhD,Partner,46463.0,1.0,1.0,2013-08-18,56.0,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2
641,Graduation,Partner,105471.0,0.0,0.0,2013-01-21,36.0,1009.0,181.0,104.0,202.0,21.0,207.0,0.0,9.0,8.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,1
642,Master,Single,55282.0,1.0,0.0,2013-12-13,9.0,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2
643,Master,Partner,78710.0,0.0,1.0,2014-05-23,42.0,721.0,0.0,152.0,119.0,50.0,50.0,3.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2
644,Graduation,Partner,66886.0,0.0,1.0,2013-09-16,28.0,315.0,4.0,62.0,41.0,31.0,146.0,2.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1
645,Master,Single,98777.0,0.0,0.0,2014-02-17,23.0,1000.0,19.0,711.0,125.0,115.0,38.0,0.0,4.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,2
646,Graduation,Partner,29103.0,1.0,0.0,2012-08-27,38.0,16.0,0.0,17.0,6.0,3.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1
647,Graduation,Partner,67445.0,0.0,1.0,2012-08-12,63.0,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
648,PhD,Partner,50616.0,0.0,1.0,2014-04-13,71.0,30.0,2.0,25.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2
649,Graduation,Single,49431.0,0.0,1.0,2012-08-03,9.0,219.0,3.0,100.0,26.0,0.0,17.0,2.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2
650,Graduation,Partner,61278.0,0.0,1.0,2014-01-04,87.0,111.0,3.0,28.0,2.0,6.0,15.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1
651,UnderGraduate,Partner,26490.0,0.0,0.0,2012-09-22,92.0,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
652,PhD,Partner,73059.0,0.0,1.0,2013-08-31,36.0,410.0,112.0,420.0,0.0,82.0,71.0,1.0,9.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1
653,PhD,Single,46734.0,1.0,2.0,2013-10-21,86.0,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0
654,Graduation,Partner,56253.0,0.0,1.0,2012-12-07,83.0,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2
655,Graduation,Partner,19986.0,1.0,0.0,2013-11-14,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0
656,Graduation,Single,58330.0,0.0,1.0,2013-12-25,87.0,445.0,53.0,213.0,104.0,98.0,151.0,1.0,6.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
657,UnderGraduate,Partner,25965.0,0.0,0.0,2012-09-07,29.0,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0
658,Master,Partner,14661.0,0.0,0.0,2013-01-01,88.0,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1
659,Graduation,Partner,18690.0,0.0,0.0,2012-12-28,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2
660,PhD,Partner,45068.0,0.0,1.0,2013-05-16,25.0,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2
661,UnderGraduate,Single,21063.0,1.0,0.0,2013-09-25,34.0,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0
662,PhD,Partner,29187.0,1.0,0.0,2013-05-09,43.0,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1
663,UnderGraduate,Partner,54690.0,1.0,1.0,2013-11-07,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
664,PhD,Partner,59304.0,0.0,1.0,2013-07-29,81.0,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
665,Master,Single,59247.0,0.0,2.0,2013-11-08,87.0,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
666,Graduation,Single,66731.0,0.0,1.0,2012-09-12,33.0,371.0,159.0,194.0,58.0,106.0,141.0,4.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0
667,Graduation,Partner,77353.0,0.0,1.0,2013-12-16,38.0,275.0,59.0,107.0,69.0,101.0,59.0,2.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0
668,PhD,Single,52614.0,0.0,1.0,2012-12-01,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
669,Graduation,Partner,26751.0,2.0,0.0,2014-05-22,26.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
670,PhD,Partner,81300.0,0.0,1.0,2012-10-30,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,1
671,Graduation,Single,70337.0,0.0,0.0,2014-01-02,75.0,187.0,81.0,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2
672,UnderGraduate,Partner,36145.0,1.0,0.0,2013-06-16,13.0,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,1
673,PhD,Single,65295.0,0.0,0.0,2013-12-23,19.0,365.0,32.0,117.0,34.0,110.0,6.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1
674,Graduation,Single,68118.0,0.0,1.0,2013-10-18,51.0,595.0,23.0,123.0,10.0,23.0,154.0,2.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2
675,Graduation,Single,68743.0,0.0,0.0,2012-08-30,81.0,1132.0,134.0,384.0,175.0,134.0,115.0,1.0,11.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
676,UnderGraduate,Partner,41039.0,0.0,0.0,2013-07-25,32.0,34.0,11.0,137.0,179.0,61.0,45.0,1.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2
677,Graduation,Partner,38946.0,0.0,1.0,2013-10-24,84.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1
678,Graduation,Partner,65777.0,0.0,0.0,2013-12-19,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
679,PhD,Single,66476.0,0.0,1.0,2013-03-07,99.0,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1
680,PhD,Single,86857.0,0.0,0.0,2012-09-12,96.0,899.0,102.0,838.0,133.0,102.0,40.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,2
681,PhD,Partner,77845.0,0.0,0.0,2014-05-16,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,1
682,PhD,Partner,69476.0,0.0,0.0,2013-09-30,3.0,260.0,86.0,559.0,63.0,9.0,67.0,1.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1
683,PhD,Single,50611.0,0.0,1.0,2012-10-04,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,64.0,0
684,Graduation,Single,61209.0,0.0,0.0,2013-08-25,73.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2
685,Master,Partner,42315.0,0.0,1.0,2013-07-12,90.0,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2
686,UnderGraduate,Partner,13084.0,0.0,0.0,2013-11-02,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1
687,Master,Single,47570.0,1.0,1.0,2013-05-29,3.0,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,2
688,Master,Partner,61923.0,0.0,2.0,2013-07-26,94.0,92.0,4.0,18.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1
689,Graduation,Single,34824.0,0.0,0.0,2014-03-26,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1
690,PhD,Single,26518.0,1.0,1.0,2013-04-08,33.0,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,2
691,Graduation,Single,45938.0,0.0,0.0,2013-11-03,46.0,273.0,11.0,178.0,62.0,83.0,29.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1
692,Graduation,Partner,78468.0,0.0,0.0,2014-04-09,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,2
693,Graduation,Single,78901.0,0.0,1.0,2013-09-17,99.0,321.0,11.0,309.0,33.0,26.0,34.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
694,Graduation,Partner,71427.0,2.0,0.0,2014-03-12,26.0,212.0,123.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
695,Graduation,Single,71022.0,0.0,1.0,2014-02-11,30.0,909.0,12.0,278.0,0.0,12.0,242.0,3.0,5.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0
696,Master,Single,90247.0,0.0,0.0,2014-04-29,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,36.0,0
697,Master,Single,41335.0,1.0,0.0,2013-12-26,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
698,Graduation,Partner,71952.0,1.0,0.0,2013-01-10,93.0,656.0,80.0,455.0,52.0,107.0,93.0,2.0,8.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,2
699,PhD,Single,35682.0,1.0,0.0,2014-06-27,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1
700,Graduation,Single,43185.0,0.0,1.0,2013-04-10,88.0,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2
701,PhD,Partner,66375.0,0.0,1.0,2013-11-21,96.0,712.0,0.0,45.0,0.0,0.0,191.0,3.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,1
702,Master,Partner,35178.0,1.0,0.0,2013-01-10,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,2
703,Graduation,Partner,25252.0,1.0,0.0,2013-07-12,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2
704,Master,Single,55250.0,0.0,1.0,2012-10-21,49.0,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
705,Graduation,Single,33249.0,1.0,0.0,2013-02-20,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1
706,Graduation,Partner,58398.0,0.0,0.0,2013-05-14,44.0,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0
707,Graduation,Partner,50272.0,1.0,0.0,2013-08-07,75.0,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2
708,PhD,Partner,76618.0,0.0,0.0,2012-12-07,64.0,749.0,40.0,294.0,121.0,160.0,147.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2
709,UnderGraduate,Single,87305.0,0.0,0.0,2012-09-23,19.0,345.0,25.0,501.0,63.0,138.0,80.0,1.0,5.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,64.0,0
710,Graduation,Partner,25851.0,1.0,0.0,2013-02-11,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
711,Graduation,Single,58710.0,0.0,1.0,2013-03-31,77.0,440.0,81.0,368.0,0.0,122.0,174.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2
712,Graduation,Single,45160.0,1.0,1.0,2014-03-29,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
713,Master,Partner,74806.0,0.0,1.0,2012-12-19,1.0,670.0,9.0,249.0,0.0,28.0,9.0,2.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2
714,Graduation,Partner,59111.0,0.0,0.0,2013-05-02,90.0,524.0,0.0,134.0,28.0,28.0,155.0,1.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0
715,PhD,Partner,18988.0,1.0,0.0,2014-05-23,43.0,6.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1
716,Graduation,Partner,72190.0,0.0,0.0,2013-02-13,79.0,597.0,166.0,597.0,172.0,166.0,249.0,1.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1
717,Graduation,Partner,7500.0,1.0,0.0,2012-08-01,19.0,7.0,0.0,12.0,13.0,7.0,32.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,0
718,Graduation,Partner,44794.0,0.0,1.0,2014-06-08,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1
